text,label
建,O
设,O
和,O
发,O
展,O
，,O
保,O
证,O
教,O
育,O
和,O
培,O
训,O
质,O
量,O
，,O
提,O
高,O
办,O
学,O
效,O
益,O
，,O
为,O
建,O
设,O
壮,O
美,O
广,B_LOC
西,I_LOC
、,O
共,O
圆,O
复,O
兴,O
梦,O
想,O
作,O
出,O
积,O
极,O
贡,O
献,O
。,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
2,B_T
0,I_T
2,I_T
0,I_T
年,I_T
1,I_T
0,I_T
月,I_T
1,I_T
4,I_T
日,I_T
（,O
此,O
件,O
公,O
开,O
发,O
布,O
）,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
关,O
于,O
同,O
意,O
广,B_LOC
西,I_LOC
茅,I_LOC
尾,I_LOC
海,I_LOC
红,I_LOC
树,I_LOC
林,I_LOC
自,I_LOC
治,I_LOC
区,I_LOC
级,I_LOC
自,I_LOC
然,I_LOC
保,I_LOC
护,I_LOC
区,I_LOC
范,O
围,O
与,O
功,O
能,O
区,O
调,O
整,O
的,O
批,O
复,O
（,O
桂,O
政,O
函,O
〔,O
2,O
0,O
2,O
0,O
〕,O
1,O
4,O
号,O
）,O
钦,B_ORG
州,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
：,O
你,O
市,O
关,O
于,O
调,O
整,O
广,B_LOC
西,I_LOC
茅,I_LOC
尾,I_LOC
海,I_LOC
红,I_LOC
树,I_LOC
林,I_LOC
自,I_LOC
治,I_LOC
区,I_LOC
级,I_LOC
自,I_LOC
然,I_LOC
保,I_LOC
护,I_LOC
区,I_LOC
范,O
围,O
与,O
功,O
能,O
区,O
的,O
请,O
示,O
收,O
悉,O
。,O
现,O
批,O
复,O
如,O
下,O
：,O
一,O
、,O
同,O
意,O
调,O
整,O
广,B_LOC
西,I_LOC
茅,I_LOC
尾,I_LOC
海,I_LOC
红,I_LOC
树,I_LOC
林,I_LOC
自,I_LOC
治,I_LOC
区,I_LOC
级,I_LOC
自,I_LOC
然,I_LOC
保,I_LOC
护,I_LOC
区,I_LOC
（,O
以,O
下,O
简,O
称,O
保,O
护,O
区,O
）,O
范,O
围,O
与,O
功,O
能,O
区,O
。,O
调,O
整,O
后,O
，,O
保,O
护,O
区,O
范,O
围,O
涉,O
及,O
康,B_LOC
熙,I_LOC
岭,I_LOC
片,O
、,O
坚,O
心,O
围,O
片,O
、,O
七,O
十,O
二,O
泾,O
片,O
和,O
大,O
风,O
江,O
片,O
4,O
个,O
片,O
区,O
，,O
地,O
理,O
坐,O
标,O
为,O
东,O
经,O
1,O
0,O
8,O
°,O
2,O
8,O
′,O
3,O
5,O
″,O
—,O
1,O
0,O
8,O
°,O
5,O
4,O
′,O
2,O
6,O
″,O
、,O
北,O
纬,O
2,O
1,O
°,O
4,O
4,O
′,O
1,O
3,O
″,O
—,O
2,O
1,O
°,O
5,O
3,O
′,O
4,O
9,O
″,O
。,O
保,O
护,O
区,O
总,O
面,O
积,O
5,O
0,O
1,O
0,O
.,O
0,O
5,O
公,O
顷,O
，,O
其,O
中,O
核,O
心,O
区,O
面,O
积,O
2,O
1,O
5,O
3,O
.,O
2,O
公,O
顷,O
、,O
缓,O
冲,O
区,O
面,O
积,O
1,O
3,O
8,O
6,O
.,O
1,O
3,O
公,O
顷,O
、,O
实,O
验,O
区,O
面,O
积,O
1,O
4,O
7,O
0,O
.,O
7,O
2,O
公,O
顷,O
。,O
二,O
、,O
请,O
自,B_ORG
治,I_ORG
区,I_ORG
林,I_ORG
业,I_ORG
局,I_ORG
指,O
导,O
钦,B_ORG
州,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
按,O
照,O
调,O
整,O
后,O
的,O
保,O
护,O
区,O
面,O
积,O
、,O
范,O
围,O
和,O
功,O
能,O
分,O
区,O
，,O
抓,O
紧,O
组,O
织,O
开,O
展,O
保,O
护,O
区,O
勘,O
界,O
立,O
标,O
工,O
作,O
，,O
自,O
批,O
准,O
调,O
整,O
之,O
日,O
起,O
1,B_T
年,I_T
内,I_T
标,O
明,O
区,O
界,O
，,O
并,O
向,O
社,O
会,O
公,O
告,O
。,O
由,O
于,O
保,O
护,O
区,O
有,O
小,O
部,O
分,O
区,O
域,O
位,O
于,O
北,B_LOC
海,I_LOC
市,I_LOC
行,O
政,O
区,O
域,O
内,O
，,O
请,O
北,B_ORG
海,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
配,O
合,O
钦,B_ORG
州,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
开,O
展,O
勘,O
界,O
定,O
标,O
工,O
作,O
。,O
保,O
护,O
区,O
的,O
面,O
积,O
、,O
范,O
围,O
和,O
功,O
能,O
分,O
区,O
不,O
得,O
随,O
意,O
调,O
整,O
和,O
改,O
变,O
。,O
三,O
、,O
请,O
自,B_ORG
治,I_ORG
区,I_ORG
林,I_ORG
业,I_ORG
局,I_ORG
会,O
同,O
钦,B_ORG
州,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
、,O
北,B_ORG
海,I_ORG
市,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
和,O
自,O
治,O
区,O
有,O
关,O
单,O
位,O
，,O
严,O
格,O
执,O
行,O
《,B_PRO
中,I_PRO
华,I_PRO
人,I_PRO
民,I_PRO
共,I_PRO
和,I_PRO
国,I_PRO
自,I_PRO
然,I_PRO
保,I_PRO
护,I_PRO
区,I_PRO
条,I_PRO
例,I_PRO
》,I_PRO
等,O
有,O
关,O
法,O
规,O
，,O
认,O
真,O
落,O
实,O
国,O
家,O
和,O
自,O
治,O
区,O
关,O
于,O
做,O
好,O
自,O
然,O
保,O
护,O
区,O
建,O
设,O
管,O
理,O
工,O
作,O
的,O
有,O
关,O
规,O
定,O
，,O
切,O
实,O
加,O
强,O
对,O
保,O
护,O
区,O
工,O
作,O
的,O
领,O
导,O
、,O
协,O
调,O
和,O
监,O
督,O
，,O
科,O
学,O
制,O
定,O
并,O
严,O
格,O
实,O
施,O
有,O
利,O
于,O
保,O
护,O
区,O
建,O
设,O
管,O
理,O
的,O
政,O
策,O
及,O
措,O
施,O
，,O
妥,O
善,O
处,O
理,O
好,O
保,O
护,O
区,O
管,O
理,O
与,O
当,O
地,O
经,O
济,O
建,O
设,O
及,O
群,O
众,O
生,O
产,O
生,O
活,O
的,O
关,O
系,O
，,O
确,O
保,O
各,O
项,O
管,O
理,O
措,O
施,O
落,O
实,O
到,O
位,O
，,O
不,O
断,O
提,O
高,O
保,O
护,O
区,O
建,O
设,O
管,O
理,O
水,O
平,O
。,O
附,O
件,O
：,O
1,O
．,O
广,B_LOC
西,I_LOC
茅,I_LOC
尾,I_LOC
海,I_LOC
红,I_LOC
树,I_LOC
林,I_LOC
自,I_LOC
治,I_LOC
区,I_LOC
级,I_LOC
自,I_LOC
然,I_LOC
保,I_LOC
护,I_LOC
区,I_LOC
范,O
围,O
与,O
功,O
能,O
区,O
调,O
整,O
图,O
（,O
康,B_LOC
熙,I_LOC
岭,I_LOC
片,O
、,O
坚,O
心,O
围,O
片,O
、,O
七,B_PRO
十,I_PRO
二,I_PRO
泾,I_PRO
片,I_PRO
）,O
2,O
．,O
广,B_LOC
西,I_LOC
茅,I_LOC
尾,I_LOC
海,I_LOC
红,I_LOC
树,I_LOC
林,I_LOC
自,I_LOC
治,I_LOC
区,I_LOC
级,I_LOC
自,I_LOC
然,I_LOC
保,I_LOC
护,I_LOC
区,I_LOC
范,O
围,O
与,O
功,O
能,O
区,O
调,O
整,O
图,O
（,O
大,O
风,O
江,O
片,O
）,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
2,B_T
0,I_T
2,I_T
0,I_T
年,I_T
2,I_T
月,I_T
2,I_T
1,I_T
日,I_T
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
办,I_ORG
公,I_ORG
厅,I_ORG
关,O
于,O
成,O
立,O
自,B_ORG
治,I_ORG
区,I_ORG
农,I_ORG
房,I_ORG
管,I_ORG
控,I_ORG
工,I_ORG
作,I_ORG
领,I_ORG
导,I_ORG
小,I_ORG
组,I_ORG
的,O
通,O
知,O
(,O
桂,O
政,O
办,O
函,O
〔,O
2,O
0,O
2,O
0,O
〕,O
2,O
3,O
号,O
),O
各,O
市,O
、,O
县,O
人,O
民,O
政,O
府,O
，,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
各,O
组,O
成,O
部,O
门,O
、,O
各,O
直,O
属,O
机,O
构,O
：,O
为,O
贯,O
彻,O
落,O
实,O
党,O
的,O
十,O
九,O
届,O
五,O
中,O
全,O
会,O
关,O
于,O
实,O
施,O
乡,O
村,O
建,O
设,O
行,O
动,O
的,O
精,O
神,O
，,O
落,O
实,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,I_ORG
、,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
的,O
决,O
策,O
部,O
署,O
，,O
进,O
一,O
步,O
加,O
强,O
对,O
全,O
区,O
农,O
房,O
管,O
控,O
工,O
作,O
的,O
领,O
导,O
，,O
持,O
续,O
提,O
升,O
全,O
区,O
乡,O
村,O
风,O
貌,O
，,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
决,O
定,O
成,O
立,O
自,B_ORG
治,I_ORG
区,I_ORG
农,I_ORG
房,I_ORG
管,I_ORG
控,I_ORG
工,I_ORG
作,I_ORG
领,I_ORG
导,I_ORG
小,I_ORG
组,I_ORG
（,O
以,O
下,O
简,O
称,O
领,O
导,O
小,O
组,O
）,O
。,O
现,O
将,O
有,O
关,O
事,O
项,O
通,O
知,O
如,O
下,O
：,O
一,O
、,O
组,O
成,O
人,O
员,O
组,O
长,O
：,O
黄,O
世,O
勇,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,O
常,O
委,O
、,O
自,O
治,O
区,O
副,O
主,O
席,O
副,O
组,O
长,O
：,O
方,O
春,O
明,O
自,O
治,O
区,O
副,O
主,O
席,O
成,O
员,O
：,O
周,O
光,O
华,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
副,O
秘,O
书,O
长,O
梁,O
磊,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
副,O
秘,O
书,O
长,O
梁,O
海,O
萍,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,I_ORG
编,I_ORG
办,I_ORG
主,O
任,O
刘,O
俊,O
自,O
治,O
区,O
党,O
委,O
农,O
办,O
主,O
任,O
、,O
自,B_ORG
治,I_ORG
区,I_ORG
农,I_ORG
业,I_ORG
农,I_ORG
村,I_ORG
厅,I_ORG
厅,O
长,O
陈,O
建,O
军,O
自,B_ORG
治,I_ORG
区,I_ORG
自,I_ORG
然,I_ORG
资,I_ORG
源,I_ORG
厅,I_ORG
厅,O
长,O
周,O
家,O
斌,O
自,B_ORG
治,I_ORG
区,I_ORG
住,I_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
厅,O
长,O
补,O
祥,O
斌,O
自,B_ORG
治,I_ORG
区,I_ORG
公,I_ORG
安,I_ORG
厅,I_ORG
副,O
厅,O
长,O
陈,O
佳,O
克,O
自,B_ORG
治,I_ORG
区,I_ORG
民,I_ORG
政,I_ORG
厅,I_ORG
副,O
厅,O
长,O
蔡,O
可,O
辉,O
自,B_ORG
治,I_ORG
区,I_ORG
政,I_ORG
府,I_ORG
督,I_ORG
查,I_ORG
室,I_ORG
主,O
任,O
陶,O
先,O
文,O
广,O
西,O
电,O
网,O
公,O
司,O
副,O
总,O
经,O
理,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
设,O
在,O
自,B_ORG
治,I_ORG
区,I_ORG
住,I_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
，,O
承,O
担,O
领,O
导,O
小,O
组,O
日,O
常,O
工,O
作,O
。,O
办,O
公,O
室,O
主,O
任,O
由,O
周,O
家,O
斌,O
同,O
志,O
兼,O
任,O
，,O
副,O
主,O
任,O
由,O
自,B_ORG
治,I_ORG
区,I_ORG
自,I_ORG
然,I_ORG
资,I_ORG
源,I_ORG
厅,I_ORG
、,O
住,B_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
、,O
农,B_ORG
业,I_ORG
农,I_ORG
村,I_ORG
厅,I_ORG
有,O
关,O
负,O
责,O
同,O
志,O
担,O
任,O
，,O
办,O
公,O
室,O
成,O
员,O
由,O
领,O
导,O
小,O
组,O
各,O
成,O
员,O
单,O
位,O
相,O
关,O
业,O
务,O
处,O
室,O
负,O
责,O
人,O
担,O
任,O
。,O
二,O
、,O
主,O
要,O
职,O
责,O
（,O
一,O
）,O
领,O
导,O
小,O
组,O
主,O
要,O
职,O
责,O
。,O
贯,O
彻,O
落,O
实,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,I_ORG
、,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
关,O
于,O
加,O
强,O
农,O
房,O
管,O
控,O
的,O
决,O
策,O
部,O
署,O
，,O
统,O
筹,O
推,O
进,O
全,O
区,O
农,O
房,O
管,O
控,O
工,O
作,O
，,O
研,O
究,O
制,O
定,O
年,O
度,O
计,O
划,O
，,O
协,O
调,O
解,O
决,O
农,O
房,O
管,O
控,O
工,O
作,O
中,O
的,O
重,O
点,O
难,O
点,O
问,O
题,O
，,O
督,O
促,O
各,O
级,O
各,O
部,O
门,O
抓,O
好,O
落,O
实,O
。,O
（,O
二,O
）,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
职,O
责,O
。,O
贯,O
彻,O
落,O
实,O
领,O
导,O
小,O
组,O
部,O
署,O
要,O
求,O
，,O
按,O
照,O
农,O
房,O
管,O
控,O
职,O
责,O
分,O
工,O
，,O
统,O
筹,O
推,O
进,O
农,O
房,O
管,O
控,O
各,O
项,O
具,O
体,O
工,O
作,O
；,O
组,O
织,O
开,O
展,O
技,O
术,O
指,O
导,O
和,O
督,O
促,O
检,O
查,O
，,O
协,O
调,O
解,O
决,O
农,O
房,O
管,O
控,O
工,O
作,O
中,O
存,O
在,O
的,O
困,O
难,O
和,O
问,O
题,O
；,O
完,O
成,O
领,O
导,O
小,O
组,O
交,O
办,O
的,O
其,O
他,O
任,O
务,O
。,O
（,O
三,O
）,O
领,O
导,O
小,O
组,O
各,O
成,O
员,O
单,O
位,O
主,O
要,O
职,O
责,O
。,O
自,B_ORG
治,I_ORG
区,I_ORG
党,I_ORG
委,I_ORG
编,I_ORG
办,I_ORG
负,O
责,O
指,O
导,O
乡,O
镇,O
“,O
四,O
所,O
合,O
一,O
”,O
机,O
构,O
加,O
强,O
农,O
房,O
管,O
控,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
公,I_ORG
安,I_ORG
厅,I_ORG
负,O
责,O
指,O
导,O
农,O
村,O
分,O
户,O
、,O
农,O
房,O
违,O
建,O
禁,O
发,O
门,O
牌,O
等,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
民,I_ORG
政,I_ORG
厅,I_ORG
负,O
责,O
指,O
导,O
将,O
农,O
房,O
管,O
控,O
纳,O
入,O
村,O
规,O
民,O
约,O
等,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
自,I_ORG
然,I_ORG
资,I_ORG
源,I_ORG
厅,I_ORG
负,O
责,O
指,O
导,O
和,O
督,O
促,O
“,O
多,O
规,O
合,O
一,O
”,O
的,O
实,O
用,O
性,O
村,O
庄,O
规,O
划,O
编,O
制,O
、,O
乡,O
村,O
建,O
设,O
规,O
划,O
许,O
可,O
、,O
不,O
动,O
产,O
登,O
记,O
和,O
村,O
庄,O
规,O
划,O
管,O
理,O
范,O
畴,O
内,O
未,O
取,O
得,O
规,O
划,O
许,O
可,O
或,O
者,O
未,O
按,O
照,O
规,O
划,O
许,O
可,O
的,O
规,O
定,O
进,O
行,O
建,O
设,O
的,O
违,O
法,O
行,O
为,O
查,O
处,O
等,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
住,I_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
负,O
责,O
指,O
导,O
和,O
推,O
动,O
农,O
房,O
设,O
计,O
图,O
集,O
编,O
制,O
、,O
农,O
房,O
质,O
量,O
安,O
全,O
管,O
控,O
、,O
建,O
筑,O
风,O
貌,O
管,O
控,O
、,O
农,O
村,O
工,O
匠,O
培,O
训,O
等,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
农,I_ORG
业,I_ORG
农,I_ORG
村,I_ORG
厅,I_ORG
负,O
责,O
指,O
导,O
各,O
地,O
依,O
法,O
开,O
展,O
宅,O
基,O
地,O
改,O
革,O
和,O
管,O
理,O
、,O
违,O
法,O
占,O
用,O
宅,O
基,O
地,O
查,O
处,O
、,O
闲,O
置,O
宅,O
基,O
地,O
和,O
闲,O
置,O
农,O
房,O
利,O
用,O
等,O
工,O
作,O
；,O
自,B_ORG
治,I_ORG
区,I_ORG
政,I_ORG
府,I_ORG
督,I_ORG
查,I_ORG
室,I_ORG
负,O
责,O
抓,O
好,O
农,O
房,O
管,O
控,O
工,O
作,O
推,O
动,O
情,O
况,O
的,O
督,O
查,O
工,O
作,O
；,O
广,O
西,O
电,O
网,O
公,O
司,O
负,O
责,O
相,O
关,O
农,O
房,O
用,O
电,O
管,O
理,O
工,O
作,O
。,O
三,O
、,O
工,O
作,O
规,O
则,O
（,O
一,O
）,O
领,O
导,O
小,O
组,O
根,O
据,O
工,O
作,O
需,O
要,O
不,O
定,O
期,O
召,O
开,O
专,O
题,O
会,O
议,O
，,O
会,O
议,O
由,O
组,O
长,O
或,O
组,O
长,O
委,O
托,O
副,O
组,O
长,O
主,O
持,O
，,O
会,O
议,O
议,O
定,O
事,O
项,O
以,O
领,O
导,O
小,O
组,O
名,O
义,O
印,O
发,O
纪,O
要,O
，,O
由,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
负,O
责,O
督,O
办,O
。,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
根,O
据,O
工,O
作,O
需,O
要,O
不,O
定,O
期,O
召,O
开,O
办,O
公,O
会,O
议,O
，,O
推,O
动,O
相,O
关,O
工,O
作,O
落,O
实,O
。,O
领,O
导,O
小,O
组,O
各,O
成,O
员,O
单,O
位,O
根,O
据,O
工,O
作,O
需,O
要,O
，,O
可,O
以,O
向,O
领,O
导,O
小,O
组,O
提,O
出,O
召,O
开,O
会,O
议,O
建,O
议,O
；,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
及,O
时,O
收,O
集,O
议,O
题,O
，,O
报,O
请,O
领,O
导,O
小,O
组,O
及,O
时,O
研,O
究,O
。,O
（,O
二,O
）,O
领,O
导,O
小,O
组,O
各,O
成,O
员,O
单,O
位,O
要,O
结,O
合,O
各,O
自,O
职,O
责,O
，,O
认,O
真,O
贯,O
彻,O
落,O
实,O
相,O
关,O
议,O
定,O
事,O
项,O
，,O
加,O
强,O
沟,O
通,O
，,O
紧,O
密,O
配,O
合,O
，,O
确,O
保,O
完,O
成,O
各,O
项,O
工,O
作,O
任,O
务,O
。,O
（,O
三,O
）,O
建,O
立,O
自,O
治,O
区,O
、,O
市,O
、,O
县,O
三,O
级,O
推,O
进,O
工,O
作,O
联,O
动,O
机,O
制,O
，,O
各,O
设,O
区,O
市,O
应,O
参,O
照,O
自,O
治,O
区,O
建,O
立,O
健,O
全,O
领,O
导,O
工,O
作,O
机,O
制,O
，,O
抓,O
好,O
农,O
房,O
管,O
控,O
工,O
作,O
。,O
（,O
四,O
）,O
领,O
导,O
小,O
组,O
及,O
其,O
办,O
公,O
室,O
不,O
刻,O
公,O
章,O
，,O
重,O
大,O
事,O
项,O
按,O
程,O
序,O
报,O
批,O
，,O
因,O
工,O
作,O
需,O
要,O
印,O
发,O
文,O
件,O
的,O
，,O
按,O
程,O
序,O
报,O
批,O
后,O
由,O
自,B_ORG
治,I_ORG
区,I_ORG
住,I_ORG
房,I_ORG
城,I_ORG
乡,I_ORG
建,I_ORG
设,I_ORG
厅,I_ORG
代,O
章,O
。,O
领,O
导,O
小,O
组,O
成,O
员,O
因,O
工,O
作,O
变,O
动,O
需,O
要,O
调,O
整,O
的,O
，,O
由,O
所,O
在,O
单,O
位,O
向,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
提,O
出,O
，,O
报,O
领,O
导,O
小,O
组,O
审,O
批,O
后,O
，,O
以,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
名,O
义,O
调,O
整,O
。,O
领,O
导,O
小,O
组,O
不,O
作,O
为,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
议,O
事,O
协,O
调,O
机,O
构,O
，,O
工,O
作,O
任,O
务,O
完,O
成,O
后,O
，,O
领,O
导,O
小,O
组,O
及,O
其,O
办,O
公,O
室,O
自,O
行,O
撤,O
销,O
。,O
2,B_T
0,I_T
2,I_T
0,I_T
年,I_T
1,I_T
1,I_T
月,I_T
1,I_T
3,I_T
日,I_T
（,O
此,O
件,O
公,O
开,O
发,O
布,O
）,O
广,B_ORG
西,I_ORG
壮,I_ORG
族,I_ORG
自,I_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
办,I_ORG
公,I_ORG
厅,I_ORG
关,O
于,O
同,O
意,O
调,O
整,O
完,O
善,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,O
联,O
席,O
会,O
议,O
制,O
度,O
的,O
函,O
（,O
桂,O
政,O
办,O
函,O
〔,O
2,O
0,O
2,O
1,O
〕,O
1,O
3,O
号,O
）,O
自,B_ORG
治,I_ORG
区,I_ORG
教,I_ORG
育,I_ORG
厅,I_ORG
：,O
你,O
厅,O
关,O
于,O
调,O
整,O
完,O
善,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,O
联,O
席,O
会,O
议,O
制,O
度,O
的,O
请,O
示,O
收,O
悉,O
。,O
经,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
同,O
意,O
，,O
现,O
函,O
复,O
如,O
下,O
：,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
同,O
意,O
调,O
整,O
完,O
善,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,O
联,O
席,O
会,O
议,O
制,O
度,O
职,O
能,O
和,O
成,O
员,O
单,O
位,O
。,O
请,O
按,O
照,O
国,O
家,O
和,O
自,O
治,O
区,O
有,O
关,O
文,O
件,O
精,O
神,O
认,O
真,O
组,O
织,O
开,O
展,O
工,O
作,O
。,O
附,O
件,O
：,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,O
联,O
席,O
会,O
议,O
制,O
度,O
2,B_T
0,I_T
2,I_T
1,I_T
年,I_T
7,I_T
月,I_T
7,I_T
日,I_T
（,O
此,O
件,O
公,O
开,O
发,O
布,O
）,O
附,O
件,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,O
联,O
席,O
会,O
议,O
制,O
度,O
为,O
贯,O
彻,O
落,O
实,O
党,B_ORG
中,I_ORG
央,I_ORG
、,O
国,B_ORG
务,I_ORG
院,I_ORG
关,O
于,O
推,O
进,O
民,O
办,O
教,O
育,O
改,O
革,O
发,O
展,O
和,O
规,O
范,O
校,O
外,O
培,O
训,O
机,O
构,O
管,O
理,O
的,O
决,O
策,O
部,O
署,O
，,O
落,O
实,O
《,B_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
人,I_PRO
民,I_PRO
政,I_PRO
府,I_PRO
关,I_PRO
于,I_PRO
鼓,I_PRO
励,I_PRO
社,I_PRO
会,I_PRO
力,I_PRO
量,I_PRO
兴,I_PRO
办,I_PRO
教,I_PRO
育,I_PRO
促,I_PRO
进,I_PRO
民,I_PRO
办,I_PRO
教,I_PRO
育,I_PRO
健,I_PRO
康,I_PRO
发,I_PRO
展,I_PRO
的,I_PRO
实,I_PRO
施,I_PRO
意,I_PRO
见,I_PRO
》,I_PRO
（,O
桂,O
政,O
发,O
〔,O
2,O
0,O
1,O
8,O
〕,O
3,O
1,O
号,O
，,O
以,O
下,O
简,O
称,O
《,B_PRO
实,I_PRO
施,I_PRO
意,I_PRO
见,I_PRO
》,I_PRO
）,O
和,O
《,B_PRO
广,I_PRO
西,I_PRO
壮,I_PRO
族,I_PRO
自,I_PRO
治,I_PRO
区,I_PRO
人,I_PRO
民,I_PRO
政,I_PRO
府,I_PRO
办,I_PRO
公,I_PRO
厅,I_PRO
关,I_PRO
于,I_PRO
规,I_PRO
范,I_PRO
校,I_PRO
外,I_PRO
培,I_PRO
训,I_PRO
机,I_PRO
构,I_PRO
发,I_PRO
展,I_PRO
的,I_PRO
实,I_PRO
施,I_PRO
意,I_PRO
见,I_PRO
》,I_PRO
（,O
桂,O
政,O
办,O
发,O
〔,O
2,O
0,O
1,O
8,O
〕,O
1,O
5,O
6,O
号,O
，,O
以,O
下,O
简,O
称,O
《,B_PRO
意,I_PRO
见,I_PRO
》,I_PRO
）,O
要,O
求,O
，,O
加,O
强,O
部,O
门,O
协,O
调,O
配,O
合,O
，,O
共,O
同,O
破,O
解,O
民,O
办,O
教,O
育,O
发,O
展,O
中,O
的,O
重,O
点,O
难,O
点,O
问,O
题,O
，,O
加,O
大,O
力,O
度,O
规,O
范,O
校,O
外,O
培,O
训,O
机,O
构,O
管,O
理,O
，,O
经,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
同,O
意,O
，,O
调,O
整,O
完,O
善,O
广,B_ORG
西,I_ORG
民,I_ORG
办,I_ORG
教,I_ORG
育,I_ORG
工,I_ORG
作,I_ORG
厅,I_ORG
际,I_ORG
联,I_ORG
席,I_ORG
会,I_ORG
议,I_ORG
（,O
以,O
下,O
简,O
称,O
联,O
席,O
会,O
议,O
）,O
制,O
度,O
。,O
一,O
、,O
主,O
要,O
职,O
能,O
在,O
自,B_ORG
治,I_ORG
区,I_ORG
人,I_ORG
民,I_ORG
政,I_ORG
府,I_ORG
领,O
